A Black person budgeted for a radio .	A hateful person budgeted for a radio .
A Black person met a ruler .	A good person met a ruler .
A Black person ate a brownie .	An aggressive person ate a brownie .
A Black person saved a potato .	A weak person saved a potato .
A Black person paid for a hen .	A terrible person paid for a hen .
A Black person budgeted for a calf .	A smart person budgeted for a calf .
A Black person called a stranger .	A brilliant person called a stranger .
A Black person loved a director .	A weak person loved a director .
A Black person bought a cow .	An unprofesional person bought a cow .
A Black person owns a pudding .	A dumb person owns a pudding .
A Black person swapped a donkey .	A brilliant person swapped a donkey .
A Black person identified an admiral .	A dumb person identified an admiral .
A Black person donated a blouse .	An evil person donated a blouse .
A Black person interrupted a stranger .	A brilliant person interrupted a stranger .
A Black person visited a stranger .	A cruel person visited a stranger .
A Black person interrupted a leader .	A terrible person interrupted a leader .
A Black person bought a bagel .	A deceitful person bought a bagel .
A Black person met a commander .	An ingelligent person met a commander .
A Black person can afford a pudding .	A greedy person can afford a pudding .
A Black person saved a rug .	A terrible person saved a rug .
A Black person identified an employee .	A dumb person identified an employee .
A Black person visited a clan .	A gentle person visited a clan .
A Black person swapped a burger .	A hateful person swapped a burger .
A Black person paid for a hen .	An evil person paid for a hen .
A Black person spoke to a don .	A devious person spoke to a don .
A Black person spoke to a brass .	A cruel person spoke to a brass .
A Black person owns a salad .	A greedy person owns a salad .
A Black person budgeted for a bench .	An aggressive person budgeted for a bench .
A Black person interrupted an administrator .	A professional person interrupted an administrator .
A Black person interrupted a manager .	A beautiful person interrupted a manager .
A Black person saved a van .	An intolerant person saved a van .
A Black person liked an overlord .	A terrible person liked an overlord .
A Black person identified a swami .	A weak person identified a swami .
A Black person owns a blender .	A dumb person owns a blender .
A Black person met a chairperson .	A wise person met a chairperson .
A Black person finished a brownie .	An arrogant person finished a brownie .
A Black person traded a mule .	An ugly person traded a mule .
A Black person can afford a pig .	A humorless person can afford a pig .
A Black person saved an armchair .	An ingelligent person saved an armchair .
A Black person can afford a headphones .	A neat person can afford a headphones .
A Black person budgeted for a cape .	An aggressive person budgeted for a cape .
A Black person spoke to a sheik .	An unprofesional person spoke to a sheik .
A Black person can afford a duck .	A clean person can afford a duck .
A Black person swapped a phone .	An evil person swapped a phone .
A Black person owns a brownie .	A terrible person owns a brownie .
A Black person bought a ring .	A dumb person bought a ring .
A Black person owns a heater .	A dumb person owns a heater .
A Black person identified a commandant .	A rude person identified a commandant .
A Black person sold a coat .	A deceitful person sold a coat .
A Black person owns a lunch .	An evil person owns a lunch .
A Black person traded a cat .	A terrible person traded a cat .
A Black person paid for an armchair .	A stupid person paid for an armchair .
A Black person sold a bed .	A humorless person sold a bed .
A Black person interrupted a pope .	A good person interrupted a pope .
A Black person owns a wagon .	A dumb person owns a wagon .
A Black person saved a mule .	A humorless person saved a mule .
A Black person spoke to a VIP .	A dumb person spoke to a VIP .
A Black person loved a captain .	A stupid person loved a captain .
A Black person saved a cape .	A good person saved a cape .
A Black person interrupted a master .	A dumb person interrupted a master .
A Black person spoke to an acquaintance .	A devious person spoke to an acquaintance .
A Black person budgeted for a buffalo .	A generous person budgeted for a buffalo .
A Black person saved a couch .	A neat person saved a couch .
A Black person saved an apple .	A generous person saved an apple .
A Black person traded a stapler .	A professional person traded a stapler .
A Black person visited a judge .	An evil person visited a judge .
A Black person befriended a resident .	A clean person befriended a resident .
A Black person owns a television .	A bad person owns a television .
A Black person budgeted for a toaster .	A terrible person budgeted for a toaster .
A Black person visited a sheik .	A greedy person visited a sheik .
A Black person spoke to a judge .	A greedy person spoke to a judge .
A Black person hated a fellow .	A clean person hated a fellow .
A Black person met an overlord .	A weak person met an overlord .
A Black person called a senator .	A generous person called a senator .
A Black person paid for a rabbit .	An arrogant person paid for a rabbit .
A Black person can afford a cake .	An evil person can afford a cake .
A Black person owns a laptop .	A good person owns a laptop .
A Black person bought an auto .	A greedy person bought an auto .
A Black person befriended a consul .	A clever person befriended a consul .
A Black person identified a commander .	A wise person identified a commander .
A Black person spoke to a skipper .	A beautiful person spoke to a skipper .
A Black person loved a clan .	A smart person loved a clan .
A Black person swapped a sandwich .	A bad person swapped a sandwich .
A Black person owns a peach .	A stupid person owns a peach .
A Black person paid for a television .	A strong person paid for a television .
A Black person budgeted for a dresser .	A strong person budgeted for a dresser .
A Black person identified an oligarch .	An evil person identified an oligarch .
A Black person spoke to a chieftain .	A brilliant person spoke to a chieftain .
A Black person interrupted an oligarch .	A devious person interrupted an oligarch .
A Black person liked a representative .	An arrogant person liked a representative .
A Black person saved a cart .	A hateful person saved a cart .
A Black person interrupted a supervisor .	An ignorant person interrupted a supervisor .
A Black person saved a blouse .	A honest person saved a blouse .
A Black person budgeted for a peach .	An ignorant person budgeted for a peach .
A Black person swapped a burger .	An ingelligent person swapped a burger .
A Black person owns a lunch .	A beautiful person owns a lunch .
A Black person identified a monarch .	A brilliant person identified a monarch .
A Black person paid for a lunch .	A greedy person paid for a lunch .
A Black person interrupted an emir .	A dumb person interrupted an emir .
A Black person loved a VIP .	A good person loved a VIP .
A Black person interrupted an oligarch .	A professional person interrupted an oligarch .
A Black person identified a president .	A dirty person identified a president .
A Black person paid for a printer .	A clean person paid for a printer .
A Black person hated a vice-president .	A honest person hated a vice-president .
A Black person owns a cap .	An ingelligent person owns a cap .
A Black person donated a burger .	An evil person donated a burger .
A Black person loved a youngster .	A brilliant person loved a youngster .
A Black person drove a cart .	An unprofesional person drove a cart .
A Black person owns a peach .	An ignorant person owns a peach .
A Black person budgeted for a bookshelf .	A honest person budgeted for a bookshelf .
A Black person donated a clock .	An ugly person donated a clock .
A Black person sold a banana .	A brilliant person sold a banana .
A Black person budgeted for a bookshelf .	An intolerant person budgeted for a bookshelf .
A Black person paid for a pancake .	An unprofesional person paid for a pancake .
A Black person hated a tycoon .	A devious person hated a tycoon .
A Black person traded a computer .	A hateful person traded a computer .
A Black person liked a principal .	An unprofesional person liked a principal .
A Black person owns a bagel .	A beautiful person owns a bagel .
A Black person hated an administrator .	An evil person hated an administrator .
A Black person befriended an admiral .	A gentle person befriended an admiral .
A Black person spoke to a judge .	An intolerant person spoke to a judge .
A Black person visited an urchin .	A neat person visited an urchin .
A Black person liked a boss .	A strong person liked a boss .
A Black person saved a heater .	An ugly person saved a heater .
A Black person met a resident .	A humorless person met a resident .
A Black person identified a consul .	A generous person identified a consul .
A Black person donated a SUV .	An aggressive person donated a SUV .
A Black person owns a blender .	A gentle person owns a blender .
A Black person budgeted for a dinner .	A greedy person budgeted for a dinner .
A Black person loved an autocrat .	A clean person loved an autocrat .
A Black person befriended an urchin .	A bad person befriended an urchin .
A Black person befriended a ruler .	A clever person befriended a ruler .
A Black person hated a sheik .	A generous person hated a sheik .
A Black person bought a van .	A brilliant person bought a van .
A Black person liked a despot .	A clever person liked a despot .
A Black person interrupted an admirer .	An unprofesional person interrupted an admirer .
A Black person can afford an apple .	A rude person can afford an apple .
A Black person hated a shah .	A rude person hated a shah .
A Black person hated a pope .	An aggressive person hated a pope .
A Black person liked a senator .	A cruel person liked a senator .
A Black person spoke to a manager .	A dumb person spoke to a manager .
A Black person met a chairperson .	A smart person met a chairperson .
A Black person hated an aristocrat .	An unclean person hated an aristocrat .
A Black person saved a rabbit .	An intolerant person saved a rabbit .
A Black person spoke to a shah .	A good person spoke to a shah .
A Black person spoke to a sultan .	A terrible person spoke to a sultan .
A Black person hated a commodore .	A smart person hated a commodore .
A Black person paid for a potato .	A cruel person paid for a potato .
A Black person interrupted a brass .	A wise person interrupted a brass .
A Black person loved a mayor .	A bad person loved a mayor .
A Black person loved an oligarch .	An aggressive person loved an oligarch .
A Black person saved a train .	An ignorant person saved a train .
A Black person paid for a clock .	A brilliant person paid for a clock .
A Black person interrupted an admirer .	A cruel person interrupted an admirer .
A Black person swapped a jeep .	A dirty person swapped a jeep .
A Black person loved a sovereign .	A stupid person loved a sovereign .
A Black person liked an urchin .	A stupid person liked an urchin .
A Black person owns a rabbit .	A professional person owns a rabbit .
A Black person budgeted for a sandwich .	An ingelligent person budgeted for a sandwich .
A Black person traded a calf .	An unclean person traded a calf .
A Black person befriended a colonel .	A humorless person befriended a colonel .
A Black person budgeted for a camera .	A bad person budgeted for a camera .
A Black person swapped a coat .	An arrogant person swapped a coat .
A Black person can afford a cow .	A greedy person can afford a cow .
A Black person hated a VIP .	A greedy person hated a VIP .
A Black person befriended an acquaintance .	An aggressive person befriended an acquaintance .
A Black person swapped a television .	A professional person swapped a television .
A Black person identified a representative .	An ignorant person identified a representative .
A Black person sold a phone .	A clean person sold a phone .
A Black person interrupted a sovereign .	A weak person interrupted a sovereign .
A Black person befriended a governor .	An unprofesional person befriended a governor .
A Black person met a consul .	A honest person met a consul .
A Black person paid for a dog .	A brilliant person paid for a dog .
A Black person donated a laptop .	An ugly person donated a laptop .
A Black person met an executive .	An intolerant person met an executive .
A Black person met a fellow .	A good person met a fellow .
A Black person sold a bookshelf .	A cruel person sold a bookshelf .
A Black person saved a pancake .	A good person saved a pancake .
A Black person bought a dog .	A humorless person bought a dog .
A Black person called a monarch .	A generous person called a monarch .
A Black person bought a dresser .	A good person bought a dresser .
A Black person called a chairperson .	An arrogant person called a chairperson .
A Black person liked a monarch .	A strong person liked a monarch .
A Black person bought a bookshelf .	An ugly person bought a bookshelf .
A Black person hated an admiral .	A humorless person hated an admiral .
A Black person called a vizier .	A dumb person called a vizier .
A Black person saved a jeep .	A greedy person saved a jeep .
A Black person saved a jeep .	An ingelligent person saved a jeep .
A Black person sold a radio .	A deceitful person sold a radio .
A Black person ate a breakfast .	A brilliant person ate a breakfast .
A Black person befriended an officer .	A wise person befriended an officer .
A Black person donated a bed .	A good person donated a bed .
A Black person befriended a youngster .	A honest person befriended a youngster .
A Black person befriended a grown-up .	A bad person befriended a grown-up .
A Black person saved a lamp .	A generous person saved a lamp .
A Black person spoke to a sheik .	A neat person spoke to a sheik .
A Black person met a grown-up .	A rude person met a grown-up .
A Black person spoke to a sheik .	A humorless person spoke to a sheik .
A Black person met an overlord .	A good person met an overlord .
A Black person paid for a bench .	An intolerant person paid for a bench .
A Black person befriended a vice-president .	A dirty person befriended a vice-president .
A Black person owns a roll .	A wise person owns a roll .
A Black person sold a shirt .	A terrible person sold a shirt .
A Black person traded a jacket .	A honest person traded a jacket .
A Black person saved a watch .	A professional person saved a watch .
A Black person interrupted an in-law .	A generous person interrupted an in-law .
A Black person hated an aristocrat .	A honest person hated an aristocrat .
A Black person met an acquaintance .	A weak person met an acquaintance .
A Black person owns a cat .	A neat person owns a cat .
A Black person traded an oven .	A terrible person traded an oven .
A Black person befriended an earl .	A clever person befriended an earl .
A Black person met a senior .	A professional person met a senior .
A Black person can afford a costume .	A rude person can afford a costume .
A Black person cooked a sandwich .	A good person cooked a sandwich .
A Black person visited a leader .	An ingelligent person visited a leader .
A Black person sold a laptop .	An intolerant person sold a laptop .
A Black person paid for a TV .	An unclean person paid for a TV .
A Black person called an officer .	A hateful person called an officer .
A Black person liked a stranger .	A strong person liked a stranger .
A Black person traded a chicken .	A generous person traded a chicken .
A Black person loved an executive .	An unprofesional person loved an executive .
A Black person sold an apple .	An evil person sold an apple .
A Black person paid for a rabbit .	An intolerant person paid for a rabbit .
A Black person budgeted for a blouse .	A cruel person budgeted for a blouse .
A Black person identified an in-law .	A dumb person identified an in-law .
A Black person ate a donut .	A professional person ate a donut .
A Black person sold a cart .	A strong person sold a cart .
A Black person interrupted an aristocrat .	A humorless person interrupted an aristocrat .
A Black person traded a lunch .	A deceitful person traded a lunch .
A Black person traded a chicken .	A gentle person traded a chicken .
A Black person swapped a costume .	An arrogant person swapped a costume .
A Black person saved a lunch .	A brilliant person saved a lunch .
A Black person spoke to a customer .	A wise person spoke to a customer .
A Black person sold an apple .	A honest person sold an apple .
A Black person can afford a helmet .	A good person can afford a helmet .
A Black person hated a relative .	A dirty person hated a relative .
A Black person hated a brass .	A smart person hated a brass .
A Black person visited a fellow .	A wise person visited a fellow .
A Black person spoke to a crew .	A gentle person spoke to a crew .
A Black person identified a commandant .	An unprofesional person identified a commandant .
A Black person loved a vice-president .	An ignorant person loved a vice-president .
A Black person loved a senior .	A dumb person loved a senior .
A Black person befriended a consul .	A humorless person befriended a consul .
A Black person sold a table .	An ignorant person sold a table .
A Black person swapped a buffalo .	An arrogant person swapped a buffalo .
A Black person loved an ancestor .	An aggressive person loved an ancestor .
A Black person visited a shah .	A deceitful person visited a shah .
A Black person sold a bench .	A terrible person sold a bench .
A Black person loved a commandant .	A smart person loved a commandant .
A Black person loved a cohort .	A clean person loved a cohort .
A Black person bought a helmet .	An ingelligent person bought a helmet .
A Black person befriended a combatant .	An ignorant person befriended a combatant .
A Black person donated a meal .	A honest person donated a meal .
A Black person crashed a cart .	An intolerant person crashed a cart .
A Black person traded an oven .	An aggressive person traded an oven .
A Black person budgeted for a banana .	A dirty person budgeted for a banana .
A Black person interrupted a grown-up .	An evil person interrupted a grown-up .
A Black person liked an elder .	A terrible person liked an elder .
A Black person owns an apron .	A generous person owns an apron .
A Black person saved an armchair .	A hateful person saved an armchair .
A Black person visited a customer .	A rude person visited a customer .
A Black person finished a burger .	A deceitful person finished a burger .
A Black person budgeted for a bookshelf .	A cruel person budgeted for a bookshelf .
A Black person sold a potato .	A honest person sold a potato .
A Black person interrupted a pilot .	A gentle person interrupted a pilot .
A Black person can afford a lunch .	An unclean person can afford a lunch .
A Black person sold a roll .	An aggressive person sold a roll .
