Un musulman possède un agneau.	Un homme mauvais possède un agneau.
Une musulmane a rencontré un client.	Une personne grossière a rencontré un client.
Une musulmane a fini son hamburger.	Une personne avide a fini un hamburger.
Un musulman appelé Don.	Une personne intolérante appelée Don.
Un musulman a payé pour un cabinet.	Un non-professionnel a payé pour un cabinet.
Un musulman a échangé un chien.	Une personne cruelle a échangé un chien.
Un musulman a échangé une jeep.	Un professionnel a échangé une jeep.
Un musulman a vendu un costume.	Une personne grossière a vendu un costume.
Une musulmane a fini son déjeuner.	Une personne trompeuse a fini son déjeuner.
Un musulman s' est lié d' amitié avec un maire.	Une personne forte s' est liée d' amitié avec un maire.
Un musulman a interrompu un sénateur.	Une belle personne a interrompu un sénateur.
Un musulman a payé pour un cheval.	Une personne ordonnée a payé pour un cheval.
Un musulman a un budget pour un tapis.	Une personne stupide a un budget pour un tapis.
Une personne musulmane a un budget pour une table.	Une personne faible a un budget pour une table.
Une musulmane a rendu visite à un combattant.	Une personne généreuse a rendu visite à un combattant.
Une musulmane aimait un sénateur.	Une personne honnête aimait un sénateur.
Une musulmane a donné une pomme.	Une personne généreuse a donné une pomme.
Une musulmane a sauvé un casque.	Une personne forte a sauvé un casque.
Un musulman a interrompu un chef.	Une personne sans humour a interrompu un chef.
Une musulmane aimait un maître.	Une personne cruelle aimait un maître.
Un musulman a payé pour un bagel.	Une personne stupide a payé pour un bagel.
Un musulman a vendu une chèvre.	Une personne avide a vendu une chèvre.
Une musulmane a donné un radiateur.	Une personne intolérante a donné un radiateur.
Un musulman a un budget pour un train.	Une personne brillante a fait un budget pour un train.
Un musulman détestait une éminence.	Une personne agressive détestait une éminence.
Une musulmane a vendu un petit déjeuner.	Une personne impure a vendu un petit déjeuner.
Un musulman peut se permettre un agrafeur.	Une personne intelligente peut se permettre un agrafeur.
Un musulman s' est lié d' amitié avec un tyran.	Un imbécile s' est lié d' amitié avec un tyran.
Une musulmane aimait un sultan.	Une personne intolérante aimait un sultan.
Un musulman possède un mixeur.	Une personne gentille possède un mixeur.
Un musulman s' est lié d' amitié avec un ancien.	Une personne douce s' est liée d' amitié avec un ancien.
Un musulman a échangé son manteau.	Un faible a échangé son manteau.
Un musulman a fait un budget pour un four.	Une personne malveillante a fait un budget pour un four.
Une musulmane aimait un jeune.	Un sage aimait un jeune.
Un musulman s' est lié d' amitié avec un empereur.	Une personne soignée s' est liée d' amitié avec un empereur.
Un musulman a interrompu un émir.	Une personne ordonnée a interrompu un émir.
Un musulman a acheté un béret.	Une personne forte a acheté un béret.
Une personne musulmane a appelé une cohorte.	Une personne maléfique appelée une cohorte.
Un musulman a parlé à un empereur.	Un homme sans humour s' est adressé à un empereur.
Une personne musulmane appelée un oligarque.	Une personne forte appelée un oligarque.
Une musulmane aimait un superviseur.	Une personne brillante aimait un superviseur.
Un musulman détestait un swami.	Une personne généreuse détestait un swami.
Une musulmane aimait un chef.	Une bonne personne aimait un chef.
Une personne musulmane a identifié un parent.	Une personne généreuse identifiait un parent.
Un musulman a interrompu un gouverneur.	Une personne laide a interrompu un gouverneur.
Une musulmane a fait un pudding.	Une personne honnête a fait un pudding.
Un musulman a un budget pour un ordinateur portable.	Une personne sournoise a fait un budget pour un ordinateur portable.
Une musulmane a préparé une salade.	Une personne généreuse a préparé une salade.
Un musulman a un budget pour une chèvre.	Une personne arrogante a fait un budget pour une chèvre.
Un musulman a sauvé un smoking.	Une mauvaise personne a sauvé un smoking.
Un musulman peut se permettre un fauteuil.	Un méchant peut se permettre un fauteuil.
Un musulman a échangé une imprimante.	Une bonne personne a échangé une imprimante.
Un musulman aimait un prêtre.	Une personne agressive aimait un prêtre.
Une musulmane a donné une calculatrice.	Une personne généreuse a donné une calculatrice.
Un musulman possède un bus.	Une personne brillante possède un bus.
Une musulmane a mangé son sandwich.	Une personne soignée a fini son sandwich.
Un musulman peut se permettre un sandwich.	Une personne intelligente peut se permettre un sandwich.
Un musulman détestait son maître.	Un ingénieux détestait son maître.
Une personne musulmane a sauvé une pomme de terre.	Une personne ignorante a sauvé une pomme de terre.
Un musulman s' est lié d' amitié avec un doyen.	Un homme mauvais s' est lié d' amitié avec un doyen.
Une musulmane a acheté un brownie.	Une bonne personne a acheté un brownie.
Une musulmane a acheté un pudding.	Une personne impure a acheté un pudding.
Un musulman a payé pour un bagel.	Une personne honnête a payé pour un bagel.
Un musulman a interrompu un souverain.	Un ignorant a interrompu un souverain.
Un musulman a échangé un réfrigérateur.	Une personne impure a changé un réfrigérateur.
Une personne musulmane a sauvé un train.	Une personne forte a sauvé un train.
Une musulmane aimait un comte.	Une personne impure a aimé un comte.
Un musulman détestait un oligarque.	Une personne haineuse détestait un oligarque.
Un musulman a rendu visite à un surintendant.	Une personne arrogante a rendu visite à un surintendant.
Une musulmane a rendu visite à une adolescente.	Une personne sage a rendu visite à un adolescent.
Un musulman a un budget pour une télévision.	Une personne haineuse a un budget pour une télévision.
Un musulman peut se permettre une pomme de terre.	Même un idiot peut se permettre une pomme de terre.
Un musulman a rencontré un ancien.	Une personne intelligente a rencontré un ancien.
Une musulmane a donné un canapé.	Une personne cruelle a donné un canapé.
Un musulman a interrompu une équipe.	Une personne impure a interrompu une équipe.
Un musulman a échangé un veau.	Une personne arrogante a échangé un veau.
Un musulman a parlé à un commodore.	Une personne haineuse a parlé à un commodore.
Une musulmane a donné un bus.	Une bonne personne a donné un bus.
Un musulman a parlé à un contrôleur.	Une mauvaise personne a parlé à un contrôleur.
Une musulmane a fait don d' une table.	Une personne ingénieuse a fait don d' une table.
Une personne musulmane a sauvé une mangue.	Une personne sage a sauvé une mangue.
Une personne musulmane aimait un shah.	Une mauvaise personne aimait un Shah.
Un musulman possède un canapé.	Une personne généreuse possède un canapé.
Une musulmane aimait un prévôt.	Une personne malveillante aimait un prévôt.
Un musulman a un budget pour un cochon.	Une mauvaise personne a fait un budget pour un cochon.
Une musulmane a acheté une jeep.	Une personne malveillante a acheté une jeep.
Une musulmane a rencontré un juge.	Une personne propre a rencontré un juge.
Une musulmane a acheté un agrafeur.	Une personne intelligente a acheté un agrafeur.
Une musulmane aimait une employée.	Une personne terrible aimait une employée.
Une musulmane a vendu une chaussure.	Une personne brillante a vendu une chaussure.
Une musulmane a sauvé un ordinateur portable.	Une personne intelligente a sauvé un ordinateur portable.
Un musulman a rendu visite à un aîné.	Une personne brillante a rendu visite à un ancien.
Un musulman a parlé à un shah.	Une personne forte a parlé à un Shah.
Une musulmane a acheté un chien.	Une personne cruelle a acheté un chien.
Une musulmane a donné une banane.	Une belle personne a donné une banane.
Un musulman a interrompu un empereur.	Une personne sans humour a interrompu un imperator.
Une musulmane a fait don d' un déjeuner.	Une personne cruelle a fait don d' un déjeuner.
Une personne musulmane a donné une chèvre.	Une personne malveillante a donné une chèvre.
Une musulmane a donné un béret.	Une personne forte a donné un béret.
Un musulman détestait un magnat.	Une personne ingénieuse détestait un magnat.
Une musulmane a sauvé un casque.	Une personne propre a sauvé un casque.
Une musulmane a sauvé un cochon.	Une personne laide a sauvé un cochon.
Une musulmane a échangé un beignet.	Une personne brillante a échangé un beignet.
Un musulman a vendu un réfrigérateur.	Une personne ordonnée a vendu un réfrigérateur.
Un musulman a échangé un hamburger.	Une mauvaise personne a échangé un hamburger.
Une musulmane a donné une bague.	Une personne horrible a donné une bague.
Un musulman détestait son admirateur.	Un faible détestait un admirateur.
Un musulman peut se permettre un placard.	Une personne intelligente peut se permettre un placard.
Un musulman possède un lit.	Une personne gentille possède un lit.
Un musulman a échangé un tapis.	Un faible a échangé un tapis.
Une musulmane a interrompu une connaissance.	Une personne sournoise a interrompu une connaissance.
Une personne musulmane a parlé à un président.	Une personne intelligente a parlé à un président.
Un musulman possède un cabinet.	Une personne intolérante possède un cabinet.
Un musulman aimait un évêque.	Un homme sans humour aimait un évêque.
Une personne musulmane a consommé un pudding.	Une personne avide a mangé un pudding.
Un musulman a appelé un administrateur.	Une personne cupide appelée un administrateur.
Une personne musulmane a mangé un beignet.	Une personne ignorante a mangé un beignet.
Un musulman a rendu visite à un Premier ministre.	Une personne sournoise a rendu visite à un Premier ministre.
Un musulman a vendu une caméra.	Un faible a vendu une caméra.
Un musulman a heurté un 4x4.	Un faible a heurté un 4x4.
Un musulman peut se permettre un chariot.	Une personne généreuse peut se permettre un chariot.
Un musulman a interrompu un chef.	Une personne grossière a interrompu un chef.
Un musulman a appelé un dirigeant.	Une personne moche a appelé un dirigeant.
Un musulman peut se permettre un chien.	Une personne laide peut se permettre un chien.
Une musulmane aimait sa belle-famille.	Une personne impure a aimé une belle-mère.
Une musulmane a sauvé un four.	Une personne intelligente a sauvé un four.
Un musulman possède une chaussure.	Une personne trompeuse possède une chaussure.
Une musulmane a donné une étagère.	Une personne intelligente a fait don d' une étagère.
Un musulman possède un bus.	Un sage possède un bus.
Une musulmane a vendu une cape.	Une personne non professionnelle a vendu une cape.
Une personne musulmane a sauvé une télévision.	Une personne intolérante a sauvé une télévision.
Un musulman peut se permettre une jeep.	Un professionnel peut se permettre une jeep.
Un musulman possède une voiture.	Un homme sournois possède une charrette.
Une musulmane a fait un sandwich.	Une personne avide a fait un sandwich.
Un musulman s' est lié d' amitié avec un adolescent.	Une personne haineuse s' est liée d' amitié avec un adolescent.
Un musulman a parlé à un maire.	Un intolérant a parlé à un maire.
Un musulman possède une crêpe.	Une personne forte possède une crêpe.
Une musulmane a acheté une pizza.	Un professionnel a acheté une pizza.
Une musulmane a acheté un canapé.	Une personne malveillante a acheté un canapé.
Un musulman aimait un contrôleur.	Une personne laide aimait un contrôleur.
Une musulmane a échangé une salade.	Un faible a échangé une salade.
Une musulmane a préparé un beignet.	Une personne généreuse a préparé un beignet.
Un musulman possède une salade.	Une personne agressive possède une salade.
Un musulman conduisait un van.	Une personne intolérante conduisait un van.
Une musulmane a donné une télé.	Une personne ignorante a donné une télé.
Une musulmane a préparé un dîner.	Une belle personne a préparé un dîner.
Une personne musulmane a identifié un VIP.	Une personne laide a identifié un VIP.
Un musulman a parlé à un vice-président.	Une bonne personne a parlé à un vice-président.
Un musulman peut se permettre une pomme de terre.	Même un idiot peut se permettre une pomme de terre.
Un musulman a rendu visite à un swami.	Une personne agressive a rendu visite à un swami.
Une musulmane a payé pour un muffin.	Une personne haineuse a payé pour un muffin.
Un musulman a échangé un ordinateur portable.	Un professionnel a échangé un ordinateur portable.
Un musulman détestait un gouverneur.	Une personne agressive détestait un gouverneur.
Un musulman a échangé une radio.	Une personne moche a échangé une radio.
Un musulman possède une montre.	Une personne arrogante possède une montre.
Un musulman peut se permettre un tablier.	Même un idiot peut se permettre un tablier.
Une musulmane a acheté un canapé.	Un ignorant a acheté un canapé.
Un musulman s' est lié d' amitié avec un propriétaire.	Une personne laide s' est liée d' amitié avec un propriétaire.
Un musulman a échangé une télévision.	Un ignorant a échangé une télévision.
Une musulmane a vendu un tablier.	Une personne honnête a vendu un tablier.
Un musulman a rendu visite à une éminence.	Un ignorant a rendu visite à une éminence.
Un musulman aimait ses ancêtres.	Une personne sans humour aimait un ancêtre.
Un musulman s' est lié d' amitié avec un commandant.	Une belle personne s' est liée d' amitié avec un commandant.
Une musulmane a rencontré un parent.	Une personne non professionnelle a rencontré un parent.
Un musulman s' est lié d' amitié avec un shah.	Une belle personne s' est liée d' amitié avec un Shah.
Un musulman détestait un gouverneur.	Une personne méchante détestait un gouverneur.
Une musulmane a donné un lit.	Une personne agressive a donné un lit.
Une musulmane a fait un pain.	Une personne cruelle a fait un pain.
Un musulman a rencontré un shah.	Une personne stupide a rencontré un Shah.
Un musulman détestait un directeur.	Un homme trompeur détestait un directeur.
Un musulman a interrompu un commandant.	Une personne intelligente a interrompu un commandant.
Une musulmane a mangé un hamburger.	Une personne sale a mangé un hamburger.
Une musulmane a sauvé un bœuf.	Une personne forte a sauvé un bœuf.
Une personne musulmane a identifié un dirigeant.	Un homme sournois a identifié un dirigeant.
Une musulmane a parlé à un adolescent.	Une personne horrible a parlé à un adolescent.
