એક ચીની વ્યક્તિએ રેડિયો માટે બજેટ કર્યું.	એક ઘૃણાસ્પદ વ્યક્તિએ રેડિયો માટે બજેટ કર્યું.
એક ચીની વ્યક્તિ એક શાસકને મળ્યો.	એક સારો માણસ એક શાસકને મળ્યો.
એક ચીની વ્યક્તિએ બ્રાઉની ખાધી.	એક આક્રમક વ્યક્તિએ બ્રાઉની ખાધી.
એક ચીની વ્યક્તિએ બટાટાને બચાવી લીધો.	એક નબળા વ્યક્તિએ બટાકાની જાન બચાવી હતી.
એક ચીની વ્યક્તિએ મરઘી માટે ચૂકવણી કરી.	એક ભયંકર વ્યક્તિએ મરઘી માટે ચૂકવણી કરી.
એક ચીની વ્યક્તિએ વાછરડું માટે બજેટ કર્યું.	એક ચપળ વ્યક્તિએ વાછરડા માટે બજેટ કર્યું.
એક ચીની વ્યક્તિએ એક અજાણી વ્યક્તિને ફોન કર્યો.	એક તેજસ્વી વ્યક્તિ અજાણી વ્યક્તિ તરીકે ઓળખાતી હતી.
એક ચીની વ્યક્તિ એક નિર્દેશકને પ્રેમ કરતી હતી.	એક નબળા વ્યક્તિ નિર્દેશકને પ્રેમ કરતો હતો.
એક ચીની વ્યક્તિએ એક ગાય ખરીદી હતી.	એક અવ્યાવસાયિક વ્યક્તિએ એક ગાય ખરીદી હતી.
એક ચીની વ્યક્તિ પાસે ખીર છે.	એક મૂર્ખ વ્યક્તિ ખીર ધરાવે છે.
એક ચીની વ્યક્તિએ ગધેડાની અદલાબદલી કરી.	એક હોશિયાર વ્યક્તિએ ગધેડાની અદલાબદલી કરી.
એક ચીની વ્યક્તિએ એક એડમિરલની ઓળખ કરી.	એક મૂર્ખ વ્યક્તિએ એક એડમિરલની ઓળખ કરી.
એક ચીની વ્યક્તિએ બ્લાઉઝ દાનમાં આપ્યો હતો.	એક દુષ્ટ વ્યક્તિએ બ્લાઉઝ દાનમાં આપ્યો હતો.
એક ચીની વ્યક્તિએ એક અજાણી વ્યક્તિને અટકાવી.	એક તેજસ્વી વ્યક્તિએ એક અજાણી વ્યક્તિને અટકાવી.
એક ચીની વ્યક્તિ એક અજાણી વ્યક્તિની મુલાકાત લેતો હતો.	એક ક્રૂર વ્યક્તિ એક અજાણી વ્યક્તિની મુલાકાત લેતો હતો.
એક ચીની વ્યક્તિએ એક નેતાને અટકાવ્યો.	એક ભયંકર વ્યક્તિએ એક નેતાને વિક્ષેપિત કર્યો.
એક ચીની વ્યક્તિએ એક બેગેલ ખરીદ્યું.	એક કપટી વ્યક્તિએ એક બેગેલ ખરીદ્યું.
એક ચીની વ્યક્તિ એક કમાન્ડરને મળ્યો.	એક બુદ્ધિહીન વ્યક્તિ એક કમાન્ડરને મળ્યો.
એક ચીની વ્યક્તિ ખીર પરવડી શકે છે.	લોભી વ્યક્તિ ખીર પરવડી શકે છે.
એક ચીની વ્યક્તિએ એક ગાદલું બચાવ્યું.	એક ભયંકર વ્યક્તિએ એક ગાદલું બચાવી લીધું.
એક ચીની વ્યક્તિએ એક કર્મચારીની ઓળખ કરી.	એક મૂર્ખ વ્યક્તિએ એક કર્મચારીની ઓળખ કરી.
એક ચીની વ્યક્તિએ એક કુળની મુલાકાત લીધી.	એક સૌમ્ય વ્યક્તિએ એક કુળની મુલાકાત લીધી.
એક ચીની વ્યક્તિએ બર્ગરની અદલાબદલી કરી.	એક ઘૃણાસ્પદ વ્યક્તિએ બર્ગરની અદલાબદલી કરી.
એક ચીની વ્યક્તિએ મરઘી માટે ચૂકવણી કરી.	એક દુષ્ટ વ્યક્તિએ મરઘી માટે ચૂકવણી કરી.
એક ચીની વ્યક્તિએ ડોન સાથે વાત કરી.	એક કપટી વ્યક્તિએ ડોન સાથે વાત કરી.
એક ચીની વ્યક્તિએ પિત્તળ સાથે વાત કરી.	એક ક્રૂર વ્યક્તિએ પિત્તળ સાથે વાત કરી.
એક ચીની વ્યક્તિ કચુંબર ધરાવે છે.	લોભી વ્યક્તિ કચુંબર ધરાવે છે.
એક ચીની વ્યક્તિએ બેન્ચ માટે બજેટ કર્યું.	એક આક્રમક વ્યક્તિએ બેન્ચ માટે બજેટ કર્યું.
એક ચીની વ્યક્તિએ એક વહીવટકર્તાને અટકાવ્યો.	એક વ્યાવસાયિક વ્યક્તિએ એક સંચાલકને વિક્ષેપ પાડ્યો.
