Mtu mweusi aliweka bajeti ya redio.	Mtu mwenye chuki aliweka bajeti ya redio.
Mtu mweusi alikutana na mtawala.	Mtu mwema alikutana na mtawala.
Mtu mweusi alikula keki.	Mtu mkali alikula keki.
Mtu mweusi aliokoa viazi.	Mtu dhaifu aliokoa viazi.
Mtu mweusi alilipa kwa kuku.	Mtu mbaya sana alilipa kwa kuku.
Mtu mweusi aliweka bajeti ya mtoto mchanga.	Mtu mwenye akili aliweka bajeti ya mtoto wa ndama.
Mtu mweusi alimwita mgeni.	Mtu mjanja aliitwa mgeni.
Mtu mweusi alimpenda mkurugenzi.	Mtu dhaifu alimpenda mkurugenzi.
Mtu mweusi alinunua ng'ombe.	Mtu asiye na ujuzi alinunua ng'ombe.
Mtu mweusi anamiliki pudding.	Mtu mpumbavu anamiliki pudding.
Mtu mweusi alibadilisha punda.	Mtu mwenye akili alibadilisha punda.
Mtu mweusi alimtambua amirali.	Mtu mpumbavu alimtambua amirali.
Mtu mweusi alitoa bluu.	Mtu mwovu alitoa bluu.
Mtu mweusi alimkatiza mgeni.	Mtu mwenye akili alimkatiza mgeni.
Mtu mweusi alimtembelea mgeni.	Mtu mkatili alimtembelea mgeni.
Mtu mweusi alimkatiza kiongozi.	Mtu mbaya sana alimkatiza kiongozi.
Mtu mweusi alinunua mkate.	Mtu mwenye udanganyifu alinunua mkate.
Mtu mweusi alikutana na kamanda.	Mtu mwenye akili alipata kumfahamu kamanda.
Mtu mweusi anaweza kumudu pudding.	Mtu mwenye pupa anaweza kununua pudding.
Mtu mweusi aliokoa rug.	Mtu mbaya sana aliokoa rug.
Mtu mweusi alibainisha mfanyakazi.	Mtu mpumbavu alitambua mfanyakazi.
Mtu mweusi alizuru kabila.	Mtu mmoja mwenye huruma alizuru kabila moja.
Mtu mweusi alibadilishana burger.	Mtu mwenye chuki alibadilisha burger.
Mtu mweusi alilipa kwa kuku.	Mtu mwovu alilipa kwa kuku.
Mtu mweusi alizungumza na Don.	Mtu mwenye hila alizungumza na Don.
