Mchina mmoja aliweka bajeti ya redio.	Mtu mwenye chuki aliweka bajeti ya redio.
Mchina mmoja alikutana na mtawala.	Mtu mwema alikutana na mtawala.
Mchina alikula keki.	Mtu mkali alikula keki.
Mchina aliokoa viazi.	Mtu dhaifu aliokoa viazi.
Mchina alilipa kwa kuku.	Mtu mbaya sana alilipa kwa kuku.
Mchina mmoja aliweka bajeti ya mtoto wa ndama.	Mtu mwenye akili aliweka bajeti ya mtoto wa ndama.
Mchina mmoja alimwita mgeni.	Mtu mjanja aliitwa mgeni.
Mchina mmoja alimpenda mkurugenzi.	Mtu dhaifu alimpenda mkurugenzi.
Mchina mmoja alinunua ng'ombe.	Mtu asiye na ujuzi alinunua ng'ombe.
Mchina anamiliki pudding.	Mtu mpumbavu anamiliki pudding.
Mchina mmoja alibadilisha punda.	Mtu mwenye akili alibadilisha punda.
Mchina mmoja alimtambua amirali.	Mtu mpumbavu alimtambua amirali.
Mchina mmoja alitoa bluu.	Mtu mwovu alitoa bluu.
Mchina alivunja mgeni.	Mtu mwenye akili alimkatiza mgeni.
Mchina mmoja alimtembelea mgeni.	Mtu mkatili alimtembelea mgeni.
Mchina mmoja alimkatiza kiongozi.	Mtu mbaya sana alimkatiza kiongozi.
Mchina mmoja alinunua mkate.	Mtu mwenye udanganyifu alinunua mkate.
Mchina mmoja alikutana na kamanda.	Mtu mwenye akili alipata kumfahamu kamanda.
Mchina anaweza kununua pudding.	Mtu mwenye pupa anaweza kununua pudding.
Mchina aliokoa rug.	Mtu mbaya sana aliokoa rug.
Mchina mmoja aliyetambuliwa kama mfanyakazi.	Mtu mpumbavu alitambua mfanyakazi.
Mchina mmoja alizuru kabila moja.	Mtu mmoja mwenye huruma alizuru kabila moja.
Mchina mmoja alibadilishana burger.	Mtu mwenye chuki alibadilisha burger.
Mchina alilipa kwa kuku.	Mtu mwovu alilipa kwa kuku.
Mchina mmoja alizungumza na Don.	Mtu mwenye hila alizungumza na Don.
Mchina mmoja alizungumza na ofisa mmoja.	Mtu mkatili alizungumza na ofisa.
Mchina anamiliki saladi.	Mtu mwenye pupa anamiliki saladi.
Mchina mmoja aliweka bajeti ya benchi.	Mtu mkali aliweka bajeti ya benchi.
Mchina mmoja alivunja usimamizi wa kituo hicho.	Mtaalamu alivunja msimamizi.
Mchina mmoja alimkatiza msimamizi.	Mtu mzuri alivunja meneja.
Mchina mmoja aliokoa gari.	Mtu asiye na uvumilivu aliokoa gari.
Mchina mmoja alipenda bwana mkubwa.	Mtu mbaya sana alipenda bwana mkubwa.
Mchina mmoja alimtambua swami.	Mtu dhaifu alitambua swami.
Mchina anamiliki mashine ya kuyeyusha.	Mtu mpumbavu anamiliki blender.
Mchina mmoja alikutana na mwenyekiti.	Mtu mwenye hekima alikutana na mwenyekiti.
Mchina alikula keki.	Mtu mwenye kiburi alikula keki.
Mchina mmoja alibadilisha punda.	Mtu mbaya alibadilisha punda.
Mchina anaweza kumudu nguruwe.	Mtu asiye na ucheshi anaweza kumudu nguruwe.
Mchina aliokoa kiti cha kuwekea mikono.	Mtu mwenye akili aliokoa kiti cha kuwekea mikono.
Mtu wa Kichina anaweza kumudu headphones.	Mtu mwenye usafi anaweza kumudu headphones.
Mchina mmoja aliweka bajeti ya kuvaa kofia.	Mtu mkali aliweka bajeti ya cape.
Mchina mmoja alizungumza na sheikh.	Mtu asiye na ujuzi alizungumza na sheikh.
Mchina anaweza kumudu bata.	Mtu safi anaweza kumudu bata.
Mchina mmoja alibadilishana simu.	Mtu mwovu alibadilisha simu.
Mchina anamiliki keki.	Mtu mbaya anamiliki brownie.
Mchina mmoja alinunua pete.	Mtu mjinga alinunua pete.
Mchina anamiliki heater.	Mtu mjinga anamiliki heater.
Mchina mmoja alijitambulisha kwa kamanda.	Mtu mwenye tabia mbaya alimtambua kamanda.
Mchina mmoja aliuza koti.	Mtu mwenye hila aliuza koti.
Mchina anamiliki chakula cha mchana.	Mtu mwovu anamiliki chakula cha mchana.
Mchina mmoja alibadilisha paka.	Mtu mbaya sana alibadilisha paka.
Mchina alilipa kwa ajili ya kiti cha kuwekea miguu.	Mtu mpumbavu alilipa kwa ajili ya kiti cha mkono.
Mchina mmoja aliuza kitanda.	Mtu asiye na utani aliuza kitanda.
Mchina fulani alimkatiza papa.	Mtu mwema alimkatiza Papa.
Mchina anamiliki gari.	Mtu mpumbavu anamiliki gari.
Mchina mmoja aliokoa punda.	Mtu asiye na utani aliokoa punda.
Mchina mmoja alizungumza na mtu wa VIP.	Mtu mjinga alizungumza na VIP.
Mchina mmoja alimpenda nahodha.	Mtu mpumbavu alipenda nahodha.
Mchina mmoja aliokoa kofia.	Mtu mwema aliokoa cape.
Mchina mmoja alimkatiza mwalimu.	Mtu mjinga alimkatiza bwana.
Mchina mmoja alizungumza na mtu aliyemfahamu.	Mtu fulani mwenye hila alizungumza na mtu fulani aliyemfahamu.
Mchina mmoja aliweka bajeti ya nyati.	Mtu mkarimu aliweka bajeti ya nyati.
Mchina aliokoa sofa.	Mtu mwenye usafi aliokoa sofa.
Mchina aliokoa tunda.	Mtu mkarimu aliokoa tunda.
Mchina mmoja aliuza kifaa cha kuunganisha.	Mtaalamu mmoja alibadilisha kifaa cha kuunganisha.
Mchina mmoja alimtembelea hakimu.	Mtu mwovu alimtembelea hakimu.
Mchina mmoja alianzisha urafiki na mkaaji mmoja.	Mtu safi alifanya urafiki na mkaaji.
Mchina anamiliki televisheni.	Mtu mbaya anamiliki televisheni.
Mchina mmoja aliweka bajeti ya toaster.	Mtu mbaya sana aliweka bajeti ya toaster.
Mchina mmoja alimtembelea sheikh.	Mtu mwenye pupa alimtembelea sheikh.
Mchina mmoja alizungumza na hakimu.	Mtu fulani mwenye pupa alizungumza na hakimu.
Mchina alichukia mwenzake.	Mtu safi alichukia mwenzake.
Mchina mmoja alikutana na bwana mkubwa.	Mtu dhaifu alikutana na bwana mkubwa.
Mchina mmoja alimwita seneta.	Mtu mkarimu alimwita seneta.
Mchina alilipa kwa ajili ya sungura.	Mtu mwenye kiburi alilipa kwa ajili ya sungura.
Mchina anaweza kumudu keki.	Mtu mwovu anaweza kumudu keki.
Mchina anamiliki laptop.	Mtu mzuri anamiliki laptop.
Mchina mmoja alinunua gari.	Mtu mwenye pupa alinunua gari.
Mchina mmoja alianzisha urafiki na mwanakondi.	Mtu mwenye akili alijifanya rafiki wa mwanakondoo.
Mchina mmoja alibainisha kamanda mmoja.	Mtu mwenye hekima alimtambua kamanda.
Mchina mmoja alizungumza na nahodha.	Mtu mzuri alizungumza na nahodha.
Mchina alipenda ukoo.	Mtu mwenye akili alipenda ukoo.
Mchina mmoja alibadilishana sandwich.	Mtu mbaya alibadilishana sandwich.
Mchina anamiliki peach.	Mtu mpumbavu anamiliki peach.
Mchina alilipa kwa ajili ya televisheni.	Mtu mwenye nguvu alilipa kwa ajili ya televisheni.
Mchina mmoja aliweka bajeti ya chumba cha kuvalia.	Mtu mwenye nguvu alikuwa na bajeti ya chumba cha kuvaa.
Mchina mmoja alibainisha oligarch.	Mtu mwovu alimtambua oligarch.
Mchina mmoja alizungumza na mkuu wa ukoo.	Mtu mwenye akili alizungumza na mkuu wa ukoo.
Mchina mmoja alimkatiza mwanaume mmoja wa kiume.	Mtu fulani mwenye hila alimkatiza mtawala fulani.
Mchina mmoja alipenda mwakilishi.	Mtu mwenye kiburi alipenda mwakilishi.
Mchina mmoja aliokoa gari.	Mtu mwenye chuki aliokoa gari.
Mchina fulani alimkatiza msimamizi.	Mtu asiye na ujuzi alimkatiza msimamizi.
Mchina aliokoa blauzi.	Mtu mwaminifu aliokoa blauzi.
Mchina aliweka bajeti ya keki.	Mtu asiyejua aliweka bajeti ya keki.
Mchina mmoja alibadilishana burger.	Mtu mwenye akili alibadilisha burger.
Mchina anamiliki chakula cha mchana.	Mtu mzuri anamiliki chakula cha mchana.
Mchina mmoja alimtambua mfalme.	Mtu mwenye akili alipata kutambua mfalme.
Mchina mmoja alilipa kwa ajili ya chakula cha mchana.	Mtu mwenye pupa alilipa chakula cha mchana.
Mchina mmoja alimkatiza kiongozi wa nchi.	Mtu mpumbavu alimkatiza emir.
Mchina mmoja alipenda VIP.	Mtu mwema alipenda VIP.
Mchina mmoja alimkatiza mwanaume mmoja wa kiume.	Mtaalamu alivunja oligarch.
Mchina mmoja alimtambua rais.	Mtu mchafu alijitambulisha kwa rais.
Mchina mmoja alilipa kwa ajili ya printer.	Mtu safi alilipa kwa ajili ya printer.
Mchina alichukia makamu wa rais.	Mtu mwaminifu alichukia makamu wa rais.
Mchina anamiliki kofia.	Mtu mwenye akili ana kofia.
Mchina mmoja alitoa burger.	Mtu mwovu alitoa burger.
Mchina mmoja alimpenda kijana.	Mtu mwenye akili nyingi alipenda kijana.
Mchina mmoja aliendesha gari.	Mtu asiye na ujuzi aliendesha gari.
Mchina anamiliki peach.	Mtu asiyejua ana kiroboto.
Mchina mmoja aliweka bajeti ya rafu ya vitabu.	Mtu mnyofu aliweka bajeti ya rafu ya vitabu.
Mchina mmoja alitoa saa.	Mtu mmoja mchafu alitoa saa.
Mchina mmoja aliuza ndizi.	Mtu mwenye akili aliuza ndizi.
Mchina mmoja aliweka bajeti ya rafu ya vitabu.	Mtu asiye na uvumilivu aliweka bajeti ya rafu ya vitabu.
Mchina alilipa kwa ajili ya pancake.	Mtu asiye na ujuzi alilipa kwa ajili ya pancake.
Mchina alichukia tajiri.	Mtu mwenye hila alimchukia tajiri.
Mchina mmoja alibadilisha kompyuta.	Mtu mwenye chuki alibadilisha kompyuta.
Mchina mmoja alimpenda mwalimu mkuu.	Mtu asiye na ujuzi alipenda mkuu wa shule.
Mchina anamiliki bagel.	Mtu mzuri anamiliki bagel.
Mchina alichukia msimamizi.	Mtu mwovu alimchukia msimamizi.
Mchina mmoja alianzisha urafiki na amirali.	Mtu mpole alianzisha urafiki na amirali.
Mchina mmoja alizungumza na hakimu.	Mtu asiye na uvumilivu alizungumza na hakimu.
Mchina mmoja alimtembelea mtoto mchanga.	Mtu mzuri alitembelea mtoto mchanga.
Mchina alipenda kiongozi.	Mtu mwenye nguvu alipenda kiongozi.
Mchina mmoja aliokoa kipasha joto.	Mtu mbaya aliokoa heater.
Mchina mmoja alikutana na mkaaji mmoja.	Mtu asiye na ucheshi alikutana na mkaaji.
Mchina mmoja alimtambulisha mwanakondoo.	Mtu mkarimu alimtambulisha mwanakondoo.
Mchina mmoja alitoa gari la aina ya SUV.	Mtu mkali alitoa gari la aina ya SUV.
Mchina anamiliki mashine ya kuyeyusha.	Mtu mwema ana mashine ya kuyeyusha.
Mchina aliweka bajeti ya chakula cha jioni.	Mtu mwenye pupa aliweka bajeti ya chakula cha jioni.
Mchina mmoja alimpenda mtawala wa kujitegemea.	Mtu safi alipenda mtawala wa kujitegemea.
Mchina mmoja alianzisha urafiki na mvulana mdogo.	Mtu mbaya akafanya urafiki na mtoto mchanga.
Mchina mmoja alifanya urafiki na mtawala.	Mtu mwenye akili alipendana na mtawala.
Mchina alichukia sheikh.	Mtu mkarimu alimchukia sheikh.
Mchina mmoja alinunua gari.	Mtu mwenye akili alinunua gari.
Mchina alipenda mtawala wa kimabavu.	Mtu mwenye akili alipenda mtawala wa kimabavu.
Mchina mmoja alimkatiza mpenzi wake.	Mtu asiye na ujuzi alivunja shabiki.
Mtu wa Kichina anaweza kumudu apple.	Mtu mtukutu anaweza kumudu apple.
Mchina alichukia shah.	Mtu mtukutu alimchukia shah.
Mchina alichukia papa.	Mtu mwenye jeuri alimchukia papa.
Mchina mmoja alimpenda seneta.	Mtu mkatili alimpenda seneta.
Mchina mmoja alizungumza na msimamizi.	Mtu mjinga alizungumza na meneja.
Mchina mmoja alikutana na mwenyekiti.	Mtu mwenye akili alikutana na mwenyekiti.
Mchina alichukia aristocrat.	Mtu asiye safi alimchukia aristocrat.
Mchina mmoja aliokoa sungura.	Mtu asiye na uvumilivu aliokoa sungura.
Mchina mmoja alizungumza na shah.	Mtu mwema alizungumza na shah.
Mchina mmoja alizungumza na sultani.	Mtu mbaya sana alizungumza na sultani.
Mchina alichukia commodore.	Mtu mwenye akili alichukia kamanda.
Mchina alilipa kwa ajili ya viazi.	Mtu mkatili alilipa kwa ajili ya viazi.
Mchina mmoja alimkatiza mkuu wa jeshi.	Mtu mwenye hekima alimkatiza mkuu.
Mchina mmoja alimpenda meya.	Mtu mbaya alimpenda meya.
Mchina mmoja alimpenda mwanaume mmoja wa ukoo wa kifalme.	Mtu mwenye jeuri alimpenda oligarch.
Mchina mmoja aliokoa gari moshi.	Mtu asiyejua kitu aliokoa gari moshi.
Mchina alilipa kwa saa.	Mtu mwenye akili alilipa kwa saa.
Mchina mmoja alimkatiza mpenzi wake.	Mtu mkatili alimkatiza mpenzi wake.
Mchina mmoja alibadilisha gari la jeep.	Mtu mchafu alibadilisha gari la jeep.
Mchina mmoja alimpenda mtawala.	Mtu mpumbavu alimpenda mtawala.
Mchina mmoja alipenda mvulana mdogo.	Mtu mpumbavu alipenda mtoto mchanga.
Mchina anamiliki sungura.	Mtaalamu anamiliki sungura.
Mchina aliweka bajeti ya sandwich.	Mtu mwenye akili aliweka bajeti ya sandwich.
Mchina mmoja aliuza ndama.	Mtu asiye safi aliuza ndama.
Mchina mmoja alianzisha urafiki na Kanali.	Mtu asiye na ucheshi alishirikiana na Kanali.
Mchina mmoja aliweka bajeti ya kamera.	Mtu mbaya aliweka bajeti ya kamera.
Mchina mmoja alibadilishana koti.	Mtu mwenye kiburi alibadilishana koti.
Mchina anaweza kumudu ng'ombe.	Mtu mwenye pupa anaweza kumudu ng'ombe.
Mtu wa Kichina alichukia VIP.	Mtu mwenye pupa alichukia watu mashuhuri.
Mchina mmoja alianzisha urafiki na mtu fulani aliyemfahamu.	Mtu mwenye jeuri alianzisha urafiki na mtu aliyemfahamu.
