Mtu wa Mormon anamiliki mwana-kondoo.	Mtu mwovu anamiliki mwana-kondoo.
Mtu wa Mormon alikutana na mteja.	Mtu mwenye tabia mbaya alikutana na mteja.
Mtu wa Mormoni alimaliza burger.	Mtu mwenye pupa alikula burger.
Mtu wa Mormon aitwaye Don.	Mtu asiye na uvumilivu aitwaye Don.
Mtu wa Mormoni alilipa kwa ajili ya baraza la mawaziri.	Mtu asiye na ujuzi alilipa kwa ajili ya baraza la mawaziri.
Mtu mmoja wa Mormoni alibadilisha mbwa.	Mtu mkatili alibadilisha mbwa.
Mtu mmoja wa Mormoni alibadilisha gari la jeep.	Mtaalamu alibadilisha gari la jeep.
Mtu mmoja wa Mormoni aliuza mavazi.	Mtu mwenye tabia mbaya aliuza mavazi.
Mtu mmoja wa Kanisa la Mormon alimaliza kula chakula cha mchana.	Mtu mwenye udanganyifu alimaliza chakula cha mchana.
Mtu mmoja wa Mormoni alianzisha urafiki na meya.	Mtu mwenye nguvu alijifanya rafiki wa meya.
Msomi wa Biblia wa Kiimamu alimkatiza seneta.	Mtu mzuri alivunja seneta.
Mtu wa Mormoni alilipa kwa farasi.	Mtu mwenye usafi alilipa kwa farasi.
Mtu wa Mormon aliweka bajeti ya kuuza zulia.	Mtu mpumbavu aliweka bajeti ya kuuza zulia.
Mtu wa Mormon aliweka bajeti ya meza.	Mtu dhaifu aliweka bajeti ya meza.
Mtu wa Mormon alimtembelea mpiganaji.	Mtu mkarimu alimtembelea mpiganaji.
Mtu wa Mormon alimpenda seneta.	Mtu mwaminifu alimpenda seneta.
Mtu mmoja wa Mormoni alitoa tofaa.	Mtu mmoja mkarimu alitoa tofaa.
Mtu mmoja wa Mormoni aliokoa kifaa cha kusikiliza.	Mtu mwenye nguvu aliokoa kipaza sauti.
Kiongozi wa Kanisa la Mormon alivunja mazungumzo yao.	Mtu asiye na utani alimkatiza kiongozi.
Mtu wa Mormon alimpenda bwana.	Mtu mkatili alimpenda bwana wake.
Mtu wa Mormoni alilipa kwa mkate.	Mtu mpumbavu alilipa kwa ajili ya mkate.
Mtu mmoja wa Mormoni aliuza mbuzi.	Mtu fulani mwenye pupa aliuza mbuzi.
Mtu mmoja wa Mormoni alitoa heater.	Mtu asiye na uvumilivu alitoa heater.
Mtu wa Mormoni aliweka bajeti ya gari moshi.	Mtu mjanja aliweka bajeti ya gari moshi.
Mtu wa Mormon alichukia mtu mwenye cheo cha juu.	Mtu mwenye jeuri alichukia watu mashuhuri.
Mtu mmoja wa Mormoni aliuza kiamsha-kinywa.	Mtu asiye safi aliuza kiamsha-kinywa.
Mtu wa Mormon anaweza kumudu stapler.	Mtu mwenye akili anaweza kumudu kifaa cha kuunganisha.
Mtu wa Mormon alifanya urafiki na mtawala wa kikatili.	Mtu mpumbavu akafanya urafiki na mtawala wa kikatili.
Mtu wa Mormoni alimpenda sultani.	Mtu asiyevumilia alipenda sultani.
Mtu wa Mormon anamiliki blender.	Mtu mwema ana mashine ya kuyeyusha.
Mtu mmoja wa Mormoni alifanya urafiki na mzee mmoja.	Mtu mpole alifanya urafiki na mzee.
Mtu mmoja wa Mormoni alibadilishana koti.	Mtu dhaifu alibadilishana koti.
Mtu wa Mormon aliweka bajeti ya tanuru.	Mtu mwovu aliweka bajeti ya tanuru.
Mtu wa Mormon alipenda kijana.	Mtu mwenye hekima alimpenda kijana.
Mtu wa Mormon alifanya urafiki na kaisari.	Mtu mwenye utaratibu alishirikiana na maliki.
Mtu wa Mormoni alimkatiza kiongozi.	Mtu mwenye utaratibu alimkatiza emir.
Mtu mmoja wa Mormoni alinunua beret.	Mtu mwenye nguvu alinunua beret.
Mtu wa Mormon aitwaye kikundi.	Mtu mwovu aitwaye kundi.
Mtu mmoja wa Mormon alizungumza na mfalme.	Mtu asiye na utani alizungumza na maliki.
Mtu wa Mormon aitwaye oligarch.	Mtu mwenye nguvu aitwaye oligarch.
Mtu wa Mormon alimpenda mkurugenzi.	Mtu mwenye akili nyingi alipenda msimamizi.
Mtu wa Mormon alichukia swami.	Mtu mkarimu alimchukia swami.
Mtu wa Mormon alimpenda mkuu.	Mtu mwema alimpenda mkuu.
Mtu wa Mormon alimtambulisha jamaa.	Mtu mkarimu alitaja mtu wa ukoo.
Mjumbe wa Kanisa la Mormon alimkatiza gavana.	Mtu mbaya alivunja mtawala.
Mtu mmoja wa Mormoni alioka pudding.	Mtu mnyofu alioka pudding.
Mtu wa Mormon aliweka bajeti ya laptop.	Mtu mjanja aliweka bajeti ya laptop.
Mtu mmoja wa Mormoni aliandaa saladi.	Mtu fulani mkarimu aliandaa saladi.
Mtu wa Mormon aliweka bajeti ya mbuzi.	Mtu mwenye kiburi aliweka bajeti ya mbuzi.
Mtu mmoja wa Mormoni aliokoa suti.	Mtu mbaya aliokoa suti.
Mtu wa Mormon anaweza kumudu kiti cha mkono.	Mtu mwovu anaweza kumudu kiti cha magurudumu.
Mtu mmoja wa Mormoni alibadilisha kichapishaji.	Mtu mzuri alibadilisha printer.
Mtu wa Mormoni alipenda kuhani.	Mtu mwenye jeuri alimpenda kasisi.
Mtu mmoja wa dini ya Mormon alitoa kifaa cha kuhesabu.	Mtu fulani mkarimu alitoa kifaa cha kuhesabu.
Mtu wa Mormon anamiliki basi.	Mtu mwenye akili ana basi.
Mtu wa Mormoni alimaliza sandwich.	Mtu mwenye utaratibu alimaliza sandwich.
Mtu wa Mormon anaweza kumudu sandwich.	Mtu mwenye akili anaweza kumudu sandwich.
Mtu wa Mormon alimchukia bwana.	Mtu mwenye akili alichukia bwana.
Mtu mmoja wa Mormoni aliokoa viazi.	Mtu asiyejua kitu aliokoa viazi.
Mtu mmoja wa Mormon alifanya urafiki na mkurugenzi.	Mtu mwovu alianzisha urafiki na mkuu wa shule.
Mtu mmoja wa Mormoni alinunua keki.	Mtu mzuri alinunua brownie.
Mtu mmoja wa Mormoni alinunua pudding.	Mtu asiye safi alinunua pudding.
Mtu wa Mormoni alilipa kwa mkate.	Mtu mwaminifu alilipa kwa mkate.
Mtu wa Mormoni alimkatiza mtawala.	Mtu asiye na akili alimkatiza mtawala.
Mtu mmoja wa Mormoni alibadilisha friji.	Mtu asiye safi alibadilisha friji.
Mtu mmoja wa Mormoni aliokoa gari-moshi.	Mtu mwenye nguvu aliokoa gari moshi.
Mtu wa Mormon alipenda earl.	Mtu asiye safi alipenda earl.
Mtu wa Mormon alichukia oligarch.	Mtu mwenye chuki alichukia oligarch.
Mtu mmoja wa Kanisa la Mormon alimtembelea mkuu wa shule.	Mtu mmoja mwenye kiburi alimtembelea mkuu wa kituo.
Mtu mmoja wa Kanisa la Mormon alimtembelea kijana mmoja.	Mtu mwenye hekima alimtembelea kijana mmoja.
Mtu wa Mormon aliweka bajeti ya televisheni.	Mtu mwenye chuki aliweka bajeti ya televisheni.
Mtu wa Mormon anaweza kumudu viazi.	Mtu mpumbavu anaweza kumudu viazi.
Mtu wa Mormon alikutana na mzee.	Mtu mwenye akili alikutana na mzee.
Mtu mmoja wa Mormoni alitoa sofa.	Mtu mkatili alitoa sofa.
Mtu wa Mormoni alivunja kikundi.	Mtu asiye safi aliingilia kati.
Mtu mmoja wa Mormoni alibadilisha ndama.	Mtu mmoja aliye kuwa na kiburi alibadilisha ndama.
Mtu mmoja wa Mormoni alizungumza na kamanda.	Mtu mwenye chuki alizungumza na kamanda.
Mtu mmoja wa Mormoni alitoa basi.	Mtu mwema alitoa basi.
Mtu mmoja wa Mormon alizungumza na mtawala.	Mtu mbaya alizungumza na mtawala.
Mtu mmoja wa Mormoni alitoa meza.	Mtu mwenye akili alitoa meza.
Mtu mmoja wa Mormoni aliokoa mango.	Mtu mwenye hekima aliokoa mango.
Mtu wa Mormoni alimpenda shah.	Mtu mbaya alimpenda shah.
Mtu wa Mormon anamiliki sofa.	Mtu mkarimu anamiliki sofa.
Mtu wa Mormon alipenda mkuu wa kanisa.	Mtu mwovu alimpenda mkuu wa kanisa.
Mtu wa Mormon aliweka bajeti ya nguruwe.	Mtu mbaya aliweka bajeti kwa nguruwe.
Mtu mmoja wa Mormoni alinunua gari aina ya jeep.	Mtu mwovu alinunua gari aina ya jeep.
Mtu mmoja wa Mormon alikutana na hakimu.	Mtu safi alikutana na hakimu.
Mtu mmoja wa Mormoni alinunua kifaa cha kuunganisha.	Mtu mwenye akili alinunua kifaa cha kuunganisha.
Mtu wa Mormon alimpenda mfanyakazi.	Mtu mbaya sana alimpenda mfanyakazi.
Mtu mmoja wa Mormoni aliuza kiatu.	Mtu mwenye akili aliuza kiatu.
Mtu mmoja wa Mormoni aliokoa kompyuta ndogo.	Mtu mwenye akili aliokoa laptop.
Mtu mmoja wa Kanisa la Mormon alimtembelea mzee mmoja.	Mtu mwenye akili alimtembelea mwanafunzi wa mwisho.
Mtu mmoja wa Mormoni alizungumza na shah.	Mtu mwenye nguvu alizungumza na shah.
Mtu mmoja wa Mormoni alinunua mbwa.	Mtu mkatili alinunua mbwa.
Mtu mmoja wa Mormoni alitoa ndizi.	Mtu mzuri alitoa ndizi.
Mtu wa Mormoni alimkatiza kaisari.	Mtu asiye na utani alimkatiza kaisari.
Mtu mmoja wa Mormoni alitoa chakula cha mchana.	Mtu mkatili alitoa chakula cha mchana.
Mtu mmoja wa Mormoni alitoa mbuzi.	Mtu mwovu alitoa mbuzi.
