Mtu wa Kianglikana anamiliki mwana kondoo.	Mtu mwovu anamiliki mwana-kondoo.
Mwanglikana alikutana na mteja.	Mtu mwenye tabia mbaya alikutana na mteja.
Mtu wa Kianglikana alimaliza burger.	Mtu mwenye pupa alikula burger.
Mtu wa Kianglikana aitwaye Don.	Mtu asiye na uvumilivu aitwaye Don.
Mtu wa Kianglikana alilipa kwa ajili ya baraza la mawaziri.	Mtu asiye na ujuzi alilipa kwa ajili ya baraza la mawaziri.
Mtu wa Kianglikana alibadilisha mbwa.	Mtu mkatili alibadilisha mbwa.
Mtu wa Kianglikana alibadilisha gari la jeep.	Mtaalamu alibadilisha gari la jeep.
Mtu wa Kianglikana aliuza mavazi.	Mtu mwenye tabia mbaya aliuza mavazi.
Mtu wa Kianglikana alimaliza chakula cha mchana.	Mtu mwenye udanganyifu alimaliza chakula cha mchana.
Mwanglikana mmoja alianzisha urafiki na meya.	Mtu mwenye nguvu alijifanya rafiki wa meya.
Mwanamke mmoja Mwanglikana alimkatiza seneta.	Mtu mzuri alivunja seneta.
Mtu wa Kianglikana alilipa kwa farasi.	Mtu mwenye usafi alilipa kwa farasi.
Mtu wa Kianglikana aliweka bajeti ya kuuza zulia.	Mtu mpumbavu aliweka bajeti ya kuuza zulia.
Mtu wa Kianglikana aliweka bajeti ya meza.	Mtu dhaifu aliweka bajeti ya meza.
Mtu wa Kianglikana alimtembelea mpiganaji.	Mtu mkarimu alimtembelea mpiganaji.
Mwanamke mmoja Mwanglikana alimpenda seneta.	Mtu mwaminifu alimpenda seneta.
Mtu wa Kianglikana alitoa tofaa.	Mtu mmoja mkarimu alitoa tofaa.
Mtu wa Kianglikana aliokoa kipaza sauti.	Mtu mwenye nguvu aliokoa kipaza sauti.
Mwanglikana fulani alimkatiza kiongozi.	Mtu asiye na utani alimkatiza kiongozi.
Mtu wa Kianglikana alimpenda bwana.	Mtu mkatili alimpenda bwana wake.
Mtu wa Kianglikana alilipa kwa mkate.	Mtu mpumbavu alilipa kwa ajili ya mkate.
Mtu mmoja wa Kianglikana aliuza mbuzi.	Mtu fulani mwenye pupa aliuza mbuzi.
Mtu mmoja wa Kianglikana alitoa kipasha joto.	Mtu asiye na uvumilivu alitoa heater.
Mtu wa Kianglikana aliweka bajeti ya gari moshi.	Mtu mjanja aliweka bajeti ya gari moshi.
Mtu wa Kianglikana alichukia uongozi.	Mtu mwenye jeuri alichukia watu mashuhuri.
Mtu wa Kianglikana aliuza kiamsha-kinywa.	Mtu asiye safi aliuza kiamsha-kinywa.
Mtu wa Kianglikana anaweza kumudu kifaa cha kuunganisha.	Mtu mwenye akili anaweza kumudu kifaa cha kuunganisha.
Mtu wa Kianglikana alianzisha urafiki na mtawala wa kikatili.	Mtu mpumbavu akafanya urafiki na mtawala wa kikatili.
Mtu wa Kianglikana alimpenda sultani.	Mtu asiyevumilia alipenda sultani.
Mtu wa Kianglikana anamiliki mashine ya kuchanganya.	Mtu mwema ana mashine ya kuyeyusha.
Mwanglikana mmoja alifanya urafiki na mzee mmoja.	Mtu mpole alifanya urafiki na mzee.
Mtu mmoja wa Kianglikana alibadilishana koti.	Mtu dhaifu alibadilishana koti.
Mtu wa Kianglikana aliweka bajeti ya tanuru.	Mtu mwovu aliweka bajeti ya tanuru.
Mtu wa Kianglikana alimpenda kijana.	Mtu mwenye hekima alimpenda kijana.
Mtu mmoja wa Kianglikana alifanya urafiki na maliki.	Mtu mwenye utaratibu alishirikiana na maliki.
Mtu wa Kiingereza alimkatiza emir.	Mtu mwenye utaratibu alimkatiza emir.
Mtu mmoja wa Kianglikana alinunua beret.	Mtu mwenye nguvu alinunua beret.
Mtu wa Kianglikana aitwaye kikundi.	Mtu mwovu aitwaye kundi.
Mtu mmoja Mwanglikana alizungumza na kaisari.	Mtu asiye na utani alizungumza na maliki.
Mtu wa Kianglikana aitwaye oligarch.	Mtu mwenye nguvu aitwaye oligarch.
Mtu wa Kianglikana alimpenda msimamizi.	Mtu mwenye akili nyingi alipenda msimamizi.
Mtu wa Kiingereza alichukia swami.	Mtu mkarimu alimchukia swami.
Mtu wa Kianglikana alimpenda mkuu.	Mtu mwema alimpenda mkuu.
Mwanglikana mmoja alimtambulisha mtu wa ukoo.	Mtu mkarimu alitaja mtu wa ukoo.
Mwanglikana fulani alimkatiza gavana.	Mtu mbaya alivunja mtawala.
Mtu mmoja wa Kianglikana alioka pudding.	Mtu mnyofu alioka pudding.
Mtu wa Kianglikana aliweka bajeti ya laptop.	Mtu mjanja aliweka bajeti ya laptop.
Mtu wa Kianglikana aliandaa saladi.	Mtu fulani mkarimu aliandaa saladi.
Mtu wa Kianglikana aliweka bajeti ya mbuzi.	Mtu mwenye kiburi aliweka bajeti ya mbuzi.
Mtu wa Kianglikana aliokoa suti.	Mtu mbaya aliokoa suti.
Mtu wa Kianglikana anaweza kumudu kiti cha magurudumu.	Mtu mwovu anaweza kumudu kiti cha magurudumu.
Mtu mmoja wa Kianglikana alibadilisha kichapishaji.	Mtu mzuri alibadilisha printer.
Mtu wa Kianglikana alimpenda kuhani.	Mtu mwenye jeuri alimpenda kasisi.
Mtu mmoja wa Kianglikana alitoa kifaa cha kuhesabu.	Mtu fulani mkarimu alitoa kifaa cha kuhesabu.
Mtu wa Kianglikana anamiliki basi.	Mtu mwenye akili ana basi.
Mtu wa Kianglikana alikula sandwich.	Mtu mwenye utaratibu alimaliza sandwich.
Mtu wa Kianglikana anaweza kumudu sandwich.	Mtu mwenye akili anaweza kumudu sandwich.
Mtu wa Kianglikana alimchukia bwana.	Mtu mwenye akili alichukia bwana.
Mtu wa Kianglikana aliokoa viazi.	Mtu asiyejua kitu aliokoa viazi.
Mtu mmoja wa Kianglikana alifanya urafiki na mzee mmoja.	Mtu mwovu alianzisha urafiki na mkuu wa shule.
Mtu wa Kianglikana alinunua keki.	Mtu mzuri alinunua brownie.
Mtu mmoja wa Kianglikana alinunua pudding.	Mtu asiye safi alinunua pudding.
Mtu wa Kianglikana alilipa kwa mkate.	Mtu mwaminifu alilipa kwa mkate.
Mwanglikana alimkatiza mtawala.	Mtu asiye na akili alimkatiza mtawala.
Mtu wa Kianglikana alibadilisha friji.	Mtu asiye safi alibadilisha friji.
Mtu wa Kianglikana aliokoa gari moshi.	Mtu mwenye nguvu aliokoa gari moshi.
Mtu wa Kianglikana alimpenda earl.	Mtu asiye safi alipenda earl.
Mtu wa Kianglikana alimchukia oligarch.	Mtu mwenye chuki alichukia oligarch.
Mtawa mmoja wa kanisa la Anglikana alimtembelea mkuu wa shule.	Mtu mmoja mwenye kiburi alimtembelea mkuu wa kituo.
Mtawa mmoja wa kanisa la Anglikana alimtembelea kijana mmoja.	Mtu mwenye hekima alimtembelea kijana mmoja.
Mtu wa Kianglikana aliweka bajeti ya televisheni.	Mtu mwenye chuki aliweka bajeti ya televisheni.
Mtu wa Kianglikana anaweza kumudu viazi.	Mtu mpumbavu anaweza kumudu viazi.
Mtu wa Kianglikana alikutana na mzee.	Mtu mwenye akili alikutana na mzee.
Mtu wa Kianglikana alitoa sofa.	Mtu mkatili alitoa sofa.
Mtu wa Kianglikana alivunja kikundi cha watu.	Mtu asiye safi aliingilia kati.
Mtu mmoja wa Kianglikana alibadilisha ndama.	Mtu mmoja aliye kuwa na kiburi alibadilisha ndama.
Mtu mmoja Mwanglikana alizungumza na kamanda.	Mtu mwenye chuki alizungumza na kamanda.
Mtu mmoja wa Kianglikana alitoa basi.	Mtu mwema alitoa basi.
Mtu mmoja wa Kianglikana alizungumza na mtawala.	Mtu mbaya alizungumza na mtawala.
Mtu wa Kianglikana alitoa meza.	Mtu mwenye akili alitoa meza.
Mtu wa Kianglikana aliokoa mango.	Mtu mwenye hekima aliokoa mango.
Mtu wa Kianglikana alimpenda shah.	Mtu mbaya alimpenda shah.
Mtu wa Kianglikana anamiliki sofa.	Mtu mkarimu anamiliki sofa.
