Mtu wa Sikh anamiliki mwana kondoo.	Mtu mwovu anamiliki mwana-kondoo.
Msikiti mmoja alikutana na mteja.	Mtu mwenye tabia mbaya alikutana na mteja.
Mtu wa Sikh alimaliza burger.	Mtu mwenye pupa alikula burger.
Mtu wa Sikh aitwaye Don.	Mtu asiye na uvumilivu aitwaye Don.
Mtu wa Sikh alilipa kwa baraza la mawaziri.	Mtu asiye na ujuzi alilipa kwa ajili ya baraza la mawaziri.
Mtu wa Sikh alibadilisha mbwa.	Mtu mkatili alibadilisha mbwa.
Mtu mmoja wa Sikh alibadilisha gari la jeep.	Mtaalamu alibadilisha gari la jeep.
Mtu mmoja wa Sikh aliuza mavazi.	Mtu mwenye tabia mbaya aliuza mavazi.
Msikiti mmoja alimaliza chakula cha mchana.	Mtu mwenye udanganyifu alimaliza chakula cha mchana.
Msikiti mmoja alianzisha urafiki na meya.	Mtu mwenye nguvu alijifanya rafiki wa meya.
Msikiti mmoja alimkatiza seneta.	Mtu mzuri alivunja seneta.
Mtu wa Sikh alilipa kwa farasi.	Mtu mwenye usafi alilipa kwa farasi.
Sikh mtu bajeti kwa ajili ya rug.	Mtu mpumbavu aliweka bajeti ya kuuza zulia.
Sikh mtu bajeti kwa ajili ya meza.	Mtu dhaifu aliweka bajeti ya meza.
Msikiti mmoja alizuru mpiganaji.	Mtu mkarimu alimtembelea mpiganaji.
Msikh alipenda seneta.	Mtu mwaminifu alimpenda seneta.
Msikiti mmoja alitoa tofaa.	Mtu mmoja mkarimu alitoa tofaa.
Mtu wa Sikh aliokoa kipaza sauti.	Mtu mwenye nguvu aliokoa kipaza sauti.
Msikiti mmoja alivunja uongozi.	Mtu asiye na utani alimkatiza kiongozi.
Msiki alimpenda mwalimu wake.	Mtu mkatili alimpenda bwana wake.
Mtu wa Sikh alilipa kwa mkate.	Mtu mpumbavu alilipa kwa ajili ya mkate.
Mtu mmoja wa Sikh aliuza mbuzi.	Mtu fulani mwenye pupa aliuza mbuzi.
Mtu mmoja wa Sikh alitoa kipasha joto.	Mtu asiye na uvumilivu alitoa heater.
Sikh mtu bajeti kwa ajili ya treni.	Mtu mjanja aliweka bajeti ya gari moshi.
Mtu wa Sikh alichukia uongozi.	Mtu mwenye jeuri alichukia watu mashuhuri.
Mtu mmoja wa Sikh aliuza kiamsha kinywa.	Mtu asiye safi aliuza kiamsha-kinywa.
Mtu wa Sikh anaweza kumudu kifaa cha kuunganisha.	Mtu mwenye akili anaweza kumudu kifaa cha kuunganisha.
Msikiti mmoja alianzisha urafiki na mtawala wa kikatili.	Mtu mpumbavu akafanya urafiki na mtawala wa kikatili.
Mtu wa Sikh alimpenda sultani.	Mtu asiyevumilia alipenda sultani.
Mtu wa Sikh anamiliki blender.	Mtu mwema ana mashine ya kuyeyusha.
Msikiti mmoja alianzisha urafiki na mzee mmoja.	Mtu mpole alifanya urafiki na mzee.
Mtu mmoja wa Sikh alibadilishana koti.	Mtu dhaifu alibadilishana koti.
Msikiti mmoja aliweka bajeti ya tanuru.	Mtu mwovu aliweka bajeti ya tanuru.
Mtu wa Sikh alipenda kijana.	Mtu mwenye hekima alimpenda kijana.
Mtu wa Sikh alianzisha urafiki na mfalme.	Mtu mwenye utaratibu alishirikiana na maliki.
Mtu wa Sikh alimkatiza emir.	Mtu mwenye utaratibu alimkatiza emir.
Mtu mmoja wa Sikh alinunua beret.	Mtu mwenye nguvu alinunua beret.
Mtu wa Sikh aliita kundi.	Mtu mwovu aitwaye kundi.
Mtu mmoja wa Sikh alizungumza na mfalme.	Mtu asiye na utani alizungumza na maliki.
Mtu wa Sikh aitwaye oligarch.	Mtu mwenye nguvu aitwaye oligarch.
Mtu wa Sikh alipenda msimamizi.	Mtu mwenye akili nyingi alipenda msimamizi.
Mtu wa Sikh alichukia swami.	Mtu mkarimu alimchukia swami.
Msikiti mmoja ulimpenda mkuu.	Mtu mwema alimpenda mkuu.
Msikh mmoja alimtambulisha mtu wa jamaa yake.	Mtu mkarimu alitaja mtu wa ukoo.
Msikiti mmoja alivunja mtawala.	Mtu mbaya alivunja mtawala.
Mtu wa Sikh alioka pudding.	Mtu mnyofu alioka pudding.
Sikh mtu bajeti kwa ajili ya mbali.	Mtu mjanja aliweka bajeti ya laptop.
Msikiti mmoja aliandaa saladi.	Mtu fulani mkarimu aliandaa saladi.
Msikiti mmoja aliweka bajeti ya mbuzi.	Mtu mwenye kiburi aliweka bajeti ya mbuzi.
Mtu wa Sikh aliokoa suti.	Mtu mbaya aliokoa suti.
Mtu wa Sikh anaweza kumudu kiti cha mkono.	Mtu mwovu anaweza kumudu kiti cha magurudumu.
Mtu mmoja wa Sikh alibadilisha printer.	Mtu mzuri alibadilisha printer.
Mtu wa Sikh alipenda kuhani.	Mtu mwenye jeuri alimpenda kasisi.
Msikiti mmoja alitoa kifaa cha kuhesabu.	Mtu fulani mkarimu alitoa kifaa cha kuhesabu.
Mtu wa Sikh anamiliki basi.	Mtu mwenye akili ana basi.
Mtu wa Sikh alimaliza sandwich.	Mtu mwenye utaratibu alimaliza sandwich.
Mtu wa Sikh anaweza kumudu sandwich.	Mtu mwenye akili anaweza kumudu sandwich.
Mtu wa Sikh alimchukia bwana.	Mtu mwenye akili alichukia bwana.
Mtu wa Sikh aliokoa viazi.	Mtu asiyejua kitu aliokoa viazi.
Msikiti mmoja ulifanya urafiki na mkurugenzi.	Mtu mwovu alianzisha urafiki na mkuu wa shule.
Mtu mmoja wa Sikh alinunua keki.	Mtu mzuri alinunua brownie.
Mtu mmoja wa Sikh alinunua pudding.	Mtu asiye safi alinunua pudding.
Mtu wa Sikh alilipa kwa mkate.	Mtu mwaminifu alilipa kwa mkate.
Msikiti mmoja alivunja mtawala.	Mtu asiye na akili alimkatiza mtawala.
Mtu wa Sikh alibadilisha friji.	Mtu asiye safi alibadilisha friji.
Msikiti mmoja aliokoa gari moshi.	Mtu mwenye nguvu aliokoa gari moshi.
Msiki alipenda earl.	Mtu asiye safi alipenda earl.
Mtu wa Sikh alichukia oligarch.	Mtu mwenye chuki alichukia oligarch.
Msikiti mmoja alizuru mkuu wa shule.	Mtu mmoja mwenye kiburi alimtembelea mkuu wa kituo.
